Station,fx,fy,fz,Latitude,Longitude,Zone,Postcode,Zone_original
Warren Street,529253,182272,0,51.524579764761900,-0.138278331,1,NW1 3AA,1
Warwick Avenue,526158,182030,0,51.52310413807910,-0.182953291,2,W9 2PT,2
Waterloo,531050,179933,0,51.50314645678350,-0.113259251,1,SE1 7NY,1
Waterloo East,531332,180054,0,51.50416843357950,-0.109153637,1,SE1 8NH,1
Watford,509579,196610,0,51.65760442,-0.417269997,7,WD18 7LE,7
Watford High Street,511360,196098,0,51.65265306624420,-0.39169672,8,WD17 2EG,8
Watford Junction,511023,197340,0,51.66388236768590,-0.396171948,9,WD17 1ET,
Wellesley Road,532511,165752,0,51.375367381230300,-0.097524908,3,CR0 2DD,"3,4,5,6"
Welling,546096,176073,0,51.464777257658000,0.10177503908920600,4,DA16 3AT,4
Wembley Central,518214,185039,0,51.55186429753860,-0.296392322,4,HA9 6AG,4
Wembley Park,519373,186341,0,51.563322003491600,-0.279242548,4,HA9 9AA,4
Wembley Stadium,518924,185366,0,51.554654104755000,-0.286046442,4,HA9 8BQ,4
West Acton,519394,181273,0,51.51776969314100,-0.280657171,3,W3 6UP,3
West Brompton,525383,178030,0,51.48732859696140,-0.19553881,2,SW5 9JX,2
West Croydon,532188,166098,0,51.378552009432300,-0.102034292,5,CR0 2TA,5
West Drayton,506124,180122,0,51.510070447632700,-0.472176084,6,UB7 9DY,6
West Dulwich,532798,173053,0,51.440911675311900,-0.090672676,3,SE21 8HN,3
West Ealing,516690,180749,0,51.513624683972400,-0.319782949,3,W13 0NQ,3
West Finchley,525507,191601,0,51.60926242118550,-0.188917107,4,N3 1NT,4
West Ham,539202,182974,0,51.528525530727000,0.005317394,3,E15 3BN,3
West Hampstead,525524,184726,0,51.54747402267270,-0.191126583,2,NW6 2LX,2
West Hampstead Thameslink,525423,184852,0,51.548628809928900,-0.192537518,2,NW6 1XJ,2
West Harrow,514163,187957,0,51.578923661261700,-0.35384669,5,HA1 4HE,5
West India Quay,537471,180505,0,51.50676262660100,-0.020582447,2,E14 4ED,2
West Kensington,524635,178321,0,51.490109027210600,-0.206203692,2,W14 9NL,2
West Norwood,531956,171955,0,51.43124094913320,-0.103189134,3,SE27 0HS,3
West Ruislip,508364,186791,0,51.56958715703550,-0.437860134,6,HA4 7WD,6
West Silvertown,540455,180155,0,51.50288447390750,0.022246046681022400,3,E16 2AT,3
West Sutton,525081,164539,0,51.36614980218210,-0.204644546,5,SM1 2EH,5
West Wickham,538266,166563,0,51.38128418000950,-0.01457633,5,BR4 0PY,5
Westbourne Park,524920,181764,0,51.520988514909300,-0.200882513,2,W11 1AB,2
Westcombe Park,540199,178103,0,51.48450892773310,0.0177457,3,SE3 7EQ,3
Westferry,537064,180814,0,51.50963810743970,-0.026323137,2,E14 8AD,2
Westminster,530240,179718,0,51.501401389193300,-0.125002078,1,SW1A 2JR,1
White City,523296,180750,0,51.51223207227980,-0.224631929,2,W12 7RH,2
White Hart Lane,533693,191340,0,51.60503465751190,-0.070870327,3,N17 7RP,3
Whitechapel,534738,181859,0,51.51958769,-0.059420485,2,E1 1BY,2
Whitton,514220,173568,0,51.44958760708500,-0.357682053,5,TW2 7LG,5
Whyteleafe,533842,158505,0,51.309929187849900,-0.081135165,6,CR3 0AD,6
Whyteleafe South,534169,157797,0,51.30348968019660,-0.076712514,6,CR3 0BD,6
Willesden Green,523350,184884,0,51.54937292482700,-0.222407601,2,NW2 4QT,"2,3"
Willesden Junction,521905,182942,0,51.53223356661700,-0.24390914,3,NW10 4RA,3
Wimbledon,524791,170647,0,51.42110751,-0.206662833,3,SW19 1PS,3
Wimbledon Chase,524306,169347,0,51.40953058388220,-0.214089767,3,SW20 8DB,3
Wimbledon Park,525274,172158,0,51.43458063,-0.199186273,3,SW19 7DZ,3
Winchmore Hill,531529,194494,0,51.63388669665080,-0.100916933,4,N21 3NG,4
Wood Green,531038,190427,0,51.59745355165760,-0.109526589,3,N22 8HH,3
Wood Lane,523314,180464,0,51.50965783,-0.224472606,2,W12 7DS,2
Wood Street,538521,189426,0,51.586669943466400,-0.001953898,4,E17 3NZ,4
Woodford,540952,191778,0,51.607201902790300,0.034056202416626000,4,IG8 7QE,4
Woodgrange Park,541861,185332,0,51.54905261091030,0.044572496,3,E7 8AA,"3,4"
Woodmansterne,528720,159385,0,51.31901833,-0.154262127,6,CR5 3HS,6
Woodside,534716,167115,0,51.38709757861520,-0.065347178,3,SE25 5DP,"3,4,5,6"
Woodside Park,525725,192564,0,51.61786809900360,-0.185425503,4,N12 8SE,4
Woolwich,543931,178994,0,51.4915785,0.071819379,4,SE18 6EU,4
Woolwich Arsenal,543754,178803,0,51.48990723258590,0.069193907,4,SE18 6HX,4
Woolwich Dockyard,542738,178908,0,51.49110788693790,0.054612348,3,SE18 5JY,3
Worcester Park,522192,166133,0,51.381104087182900,-0.245575288,4,KT4 7ND,4
